date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:14:16	35951/35951	---M-Z	200	added ('OK')	application/javascript	etag:%2232c8d2d6313d71:0%22	https://www.rice-ins.com/javascript/bootstrap.min.js	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/javascript/bootstrap.min.js	(from https://www.rice-ins.com/)
20:14:17	124/124	---M--	302	error ('Found')	text/html	date:Thu,%2019%20Aug%202021%2013:14:15%20GMT	https://www.rice-ins.com/Language/en	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Language/en.12.delayed	(from https://www.rice-ins.com/)
20:14:20	122/122	---M--	302	error ('Found')	text/html	date:Thu,%2019%20Aug%202021%2013:14:18%20GMT	https://www.rice-ins.com/Portal	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Portal.13.delayed	(from https://www.rice-ins.com/)
20:14:21	153/153	---M--	302	error ('Found')	text/html	date:Thu,%2019%20Aug%202021%2013:14:19%20GMT	https://www.rice-ins.com/Home	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Home.14.delayed	(from https://www.rice-ins.com/)
20:14:21	56902/56902	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:19%20GMT	https://www.rice-ins.com/2/home.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/2/home.html	(from https://www.rice-ins.com/)
20:14:21	1177/1177	---M--	200	added ('OK')	image/png	etag:%221ee8ea2b6313d71:0%22	https://www.rice-ins.com/Images/us.png	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Images/us.png	(from https://www.rice-ins.com/)
20:14:22	124/124	---M--	302	error ('Found')	text/html	date:Thu,%2019%20Aug%202021%2013:14:20%20GMT	https://www.rice-ins.com/Language/vi	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Language/vi.17.delayed	(from https://www.rice-ins.com/)
20:14:22	0/-1	---M--	302	error ('')			https://www.rice-ins.com/Portal	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Portal.18.delayed	(from https://www.rice-ins.com/)
20:14:22	0/-1	---M--	302	error ('')			https://www.rice-ins.com/Home	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Home.19.delayed	(from https://www.rice-ins.com/)
20:14:22	489/489	---M--	200	added ('OK')	image/png	etag:%2278abe2c6313d71:0%22	https://www.rice-ins.com/Images/vi.png	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Images/vi.png	(from https://www.rice-ins.com/)
20:14:23	64880/64880	---M--	200	added ('OK')	image/png	etag:%2254e741b76613d71:0%22	https://www.rice-ins.com/Uploads/Uploads_Editor/images/20/images/logo/logo(1).png	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/Uploads_Editor/images/20/images/logo/logo(1).png	(from https://www.rice-ins.com/)
20:14:23	51180/51180	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:21%20GMT	https://www.rice-ins.com/10/ky-thi-quoc-te.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/10/ky-thi-quoc-te.html	(from https://www.rice-ins.com/)
20:14:24	45161/45161	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:21%20GMT	https://www.rice-ins.com/1047/ky-thi-trong-nuoc.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/1047/ky-thi-trong-nuoc.html	(from https://www.rice-ins.com/)
20:14:24	43582/43582	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:22%20GMT	https://www.rice-ins.com/1048/tin-tuc.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/1048/tin-tuc.html	(from https://www.rice-ins.com/)
20:14:24	25484/25484	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:22%20GMT	https://www.rice-ins.com/1053/thu-vien-anh.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/1053/thu-vien-anh.html	(from https://www.rice-ins.com/)
20:14:25	17980/17980	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:23%20GMT	https://www.rice-ins.com/1039/ve-chung-toi.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/1039/ve-chung-toi.html	(from https://www.rice-ins.com/)
20:14:25	19753/19753	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:23%20GMT	https://www.rice-ins.com/1059/lien-he.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/1059/lien-he.html	(from https://www.rice-ins.com/)
20:14:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Aug%202021%2013:14:24%20GMT	http://cdn.jsdelivr.net/npm/jquery.marquee@1.5.0/jquery.marquee.min.js	D:/My%20Web%20Sites%20Bkstar/bkstrar/cdn.jsdelivr.net/npm/jquery.marquee@1.5.0/jquery.marquee.min.22.delayed	(from https://www.rice-ins.com/)
20:14:27	5912/5912	---M-Z	200	added ('OK')	application/javascript	etag:W/%221718-CaEK+6fs3Lo9Yd4d7cQyvY4wbCg%22	https://cdn.jsdelivr.net/npm/jquery.marquee@1.5.0/jquery.marquee.min.js	D:/My%20Web%20Sites%20Bkstar/bkstrar/cdn.jsdelivr.net/npm/jquery.marquee@1.5.0/jquery.marquee.min.js	(from https://www.rice-ins.com/)
20:14:27	26886/26886	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:26%20GMT	https://www.rice-ins.com/tin-tuc/post/16285/doi-tuyen-viet-nam-dat-ket-qua-xuat-sac-trong-lan-dau-tham-du-ky-thi-olympic-kinh-te-hoc-quoc-te-ieo.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/tin-tuc/post/16285/doi-tuyen-viet-nam-dat-ket-qua-xuat-sac-trong-lan-dau-tham-du-ky-thi-olympic-kinh-te-hoc-quoc-te-ieo.html	(from https://www.rice-ins.com/)
20:14:28	27735/27735	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:26%20GMT	https://www.rice-ins.com/tin-tuc/post/16284/dai-su-quan-my-2-trieu-lieu-vac-xin-moderna-do-my-tai-tro-da-co-mat-tai-viet-nam.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/tin-tuc/post/16284/dai-su-quan-my-2-trieu-lieu-vac-xin-moderna-do-my-tai-tro-da-co-mat-tai-viet-nam.html	(from https://www.rice-ins.com/)
20:14:28	26662/26662	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:26%20GMT	https://www.rice-ins.com/tin-tuc/post/16283/top-5-thi-sinh-xuat-sac-nhat-ky-thi-olympic-kinh-te-hoc-quoc-te-ieo.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/tin-tuc/post/16283/top-5-thi-sinh-xuat-sac-nhat-ky-thi-olympic-kinh-te-hoc-quoc-te-ieo.html	(from https://www.rice-ins.com/)
20:14:29	27194/27194	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:27%20GMT	https://www.rice-ins.com/tin-tuc/post/16282/doi-tuyen-viet-nam-tai-cuoc-thi-phat-minh-va-sang-che-intarg-nam-2021.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/tin-tuc/post/16282/doi-tuyen-viet-nam-tai-cuoc-thi-phat-minh-va-sang-che-intarg-nam-2021.html	(from https://www.rice-ins.com/)
20:14:29	24783/24783	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:27%20GMT	https://www.rice-ins.com/ki-thi-trong-nuoc/post/15282/ky-thi-olympic-kinh-te-hoc-quoc-te-ieo.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/ki-thi-trong-nuoc/post/15282/ky-thi-olympic-kinh-te-hoc-quoc-te-ieo.html	(from https://www.rice-ins.com/)
20:14:30	27046/27046	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:28%20GMT	https://www.rice-ins.com/chuong-trinh-trai-nghiem-iot/post/14282/cuoc-thi-phat-minh-va-sang-che-cong-nghe-moi-ennovate.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/chuong-trinh-trai-nghiem-iot/post/14282/cuoc-thi-phat-minh-va-sang-che-cong-nghe-moi-ennovate.html	(from https://www.rice-ins.com/)
20:14:30	43582/43582	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:28%20GMT	https://www.rice-ins.com/1048/tin-tuc-moi.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/1048/tin-tuc-moi.html	(from https://www.rice-ins.com/)
20:14:31	949027/949027	---M--	200	added ('OK')	image/png	etag:%22709511f0df86d71:0%22	https://www.rice-ins.com/Uploads//20/2021/8/1/8585737794460699727.png	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/20/2021/8/1/8585737794460699727.png	(from https://www.rice-ins.com/)
20:14:31	183348/183348	---M--	200	added ('OK')	image/jpeg	etag:%223b424fb376ed71:0%22	https://www.rice-ins.com/Uploads//20/2021/7/1/8585764908132213169.jpeg	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/20/2021/7/1/8585764908132213169.jpg	(from https://www.rice-ins.com/)
20:14:31	452908/452908	---M--	200	added ('OK')	image/jpeg	etag:%2232924b61468d71:0%22	https://www.rice-ins.com/Uploads//20/2021/6/23/8585771652659755336.jpg	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/20/2021/6/23/8585771652659755336.jpg	(from https://www.rice-ins.com/)
20:14:32	322730/322730	---M--	200	added ('OK')	image/jpeg	etag:%221bdb0b03675d71:0%22	https://www.rice-ins.com/Uploads//20/2021/7/10/8585757213071201515.jpeg	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/20/2021/7/10/8585757213071201515.jpg	(from https://www.rice-ins.com/)
20:14:32	82703/82703	---M--	200	added ('OK')	image/jpeg	etag:%22b1964ffb84bd71:0%22	https://www.rice-ins.com/Uploads//20/2021/5/18/8585802832893866103.jpeg	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/20/2021/5/18/8585802832893866103.jpg	(from https://www.rice-ins.com/)
20:14:33	33653/33653	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:30%20GMT	https://www.rice-ins.com/tin-tuc/post/14280/bo-truong-huynh-thanh-dat-kien-tri-theo-duoi-giac-mo-lon.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/tin-tuc/post/14280/bo-truong-huynh-thanh-dat-kien-tri-theo-duoi-giac-mo-lon.html	(from https://www.rice-ins.com/)
20:14:34	26634/26634	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:31%20GMT	https://www.rice-ins.com/tin-tuc/post/14279/doi-tuyen-viet-nam-dat-thanh-tich-cao-tai-cuoc-thi-ipitex-2021.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/tin-tuc/post/14279/doi-tuyen-viet-nam-dat-thanh-tich-cao-tai-cuoc-thi-ipitex-2021.html	(from https://www.rice-ins.com/)
20:14:34	950633/950633	---M--	200	added ('OK')	image/png	etag:%2228f06d5ad04ad71:0%22	https://www.rice-ins.com/Uploads//20/2021/5/17/8585803832093249496.png	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/20/2021/5/17/8585803832093249496.png	(from https://www.rice-ins.com/)
20:14:35	25388/25388	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:32%20GMT	https://www.rice-ins.com/tin-tuc/post/14276/rice-chuc-mung-kide-2020.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/tin-tuc/post/14276/rice-chuc-mung-kide-2020.html	(from https://www.rice-ins.com/)
20:14:35	1448292/1448292	---M--	200	added ('OK')	image/png	etag:%22f8a93ac6513d71:0%22	https://www.rice-ins.com/Uploads//20/2020/12/14/8585936960902283615.png	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/20/2020/12/14/8585936960902283615.png	(from https://www.rice-ins.com/)
20:14:36	69909/69909	---M--	200	added ('OK')	image/jpeg	etag:%22359384c6513d71:0%22	https://www.rice-ins.com/Uploads//20/2020/12/3/8585946426288936494.jpg	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/20/2020/12/3/8585946426288936494.jpg	(from https://www.rice-ins.com/)
20:14:36	26368/26368	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:34%20GMT	https://www.rice-ins.com/tin-tuc/post/14273/anh-quoc-phe-duyet-vaccine-covid19-cua-pfizer-biontech.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/tin-tuc/post/14273/anh-quoc-phe-duyet-vaccine-covid19-cua-pfizer-biontech.html	(from https://www.rice-ins.com/)
20:14:38	910823/910823	---M--	200	added ('OK')	image/jpeg	etag:%228dbd48176513d71:0%22	https://www.rice-ins.com/Uploads//20/2020/6/23/8586087040103800345.jpg	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/20/2020/6/23/8586087040103800345.jpg	(from https://www.rice-ins.com/)
20:14:39	27182/27182	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:36%20GMT	https://www.rice-ins.com/tin-tuc/post/14268/hoi-thao-vu-tru-hoc-va-cac-hanh-tinh-ngoai-he-mat-troi.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/tin-tuc/post/14268/hoi-thao-vu-tru-hoc-va-cac-hanh-tinh-ngoai-he-mat-troi.html	(from https://www.rice-ins.com/)
20:14:39	15902/15902	---M--	200	added ('OK')	image/jpeg	etag:%224d5479166513d71:0%22	https://www.rice-ins.com/Uploads//20/2020/4/5/8586155280616612119.jpg	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/20/2020/4/5/8586155280616612119.jpg	(from https://www.rice-ins.com/)
20:14:39	29041/29041	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:37%20GMT	https://www.rice-ins.com/tin-tuc/post/14241/bo-gddt-thong-bao-dung-to-chuc-cac-ky-thi-khkt-quoc-te-2020.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/tin-tuc/post/14241/bo-gddt-thong-bao-dung-to-chuc-cac-ky-thi-khkt-quoc-te-2020.html	(from https://www.rice-ins.com/)
20:14:40	28166/28166	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:38%20GMT	https://www.rice-ins.com/chuong-trinh-trai-nghiem-iot/post/14281/cuoc-thi-phat-minh-va-sang-che-quoc-te-intarg-2021.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/chuong-trinh-trai-nghiem-iot/post/14281/cuoc-thi-phat-minh-va-sang-che-quoc-te-intarg-2021.html	(from https://www.rice-ins.com/)
20:14:40	100008/100008	---M--	200	added ('OK')	image/jpeg	etag:%222f32b7b4250d71:0%22	https://www.rice-ins.com/Uploads//20/2021/5/24/8585797846229437905.jpeg	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/20/2021/5/24/8585797846229437905.jpg	(from https://www.rice-ins.com/)
20:14:41	85667/85667	---M--	200	added ('OK')	image/jpeg	etag:%22d3867fcd4750d71:0%22	https://www.rice-ins.com/Uploads//20/2021/5/24/8585797821503626005.jpeg	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/20/2021/5/24/8585797821503626005.jpg	(from https://www.rice-ins.com/)
20:14:44	27198/27198	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:42%20GMT	https://www.rice-ins.com/chuong-trinh-trai-nghiem-iot/post/14274/ky-thi-khoa-hoc-may-tinh-my.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/chuong-trinh-trai-nghiem-iot/post/14274/ky-thi-khoa-hoc-may-tinh-my.html	(from https://www.rice-ins.com/)
20:14:44	77527/77527	---M--	200	added ('OK')	image/png	etag:%22344395c6513d71:0%22	https://www.rice-ins.com/Uploads//20/2020/12/5/8585944671973310846.png	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/20/2020/12/5/8585944671973310846.png	(from https://www.rice-ins.com/)
20:14:47	100036/100036	---M--	200	added ('OK')	image/jpeg	etag:%22ee74be166513d71:0%22	https://www.rice-ins.com/Uploads//20/2020/5/26/8586111230365095462.jpg	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/20/2020/5/26/8586111230365095462.jpg	(from https://www.rice-ins.com/)
20:14:48	25753/25753	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:45%20GMT	https://www.rice-ins.com/chuong-trinh-trai-nghiem-iot/post/14266/cuoc-thi-phat-minh-va-sang-che-cong-nghe-moi.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/chuong-trinh-trai-nghiem-iot/post/14266/cuoc-thi-phat-minh-va-sang-che-cong-nghe-moi.html	(from https://www.rice-ins.com/)
20:14:50	92859/92859	---M--	200	added ('OK')	image/jpeg	etag:%22e45d8176513d71:0%22	https://www.rice-ins.com/Uploads//20/2020/5/7/8586127620019092261.jpg	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/20/2020/5/7/8586127620019092261.jpg	(from https://www.rice-ins.com/)
20:14:51	27539/27539	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:49%20GMT	https://www.rice-ins.com/chuong-trinh-trai-nghiem-iot/post/14265/cuoc-thi-phat-minh-va-sang-che-quoc-te-intarg-2020.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/chuong-trinh-trai-nghiem-iot/post/14265/cuoc-thi-phat-minh-va-sang-che-quoc-te-intarg-2020.html	(from https://www.rice-ins.com/)
20:14:52	219646/219646	---M--	200	added ('OK')	image/png	etag:%22a01821166513d71:0%22	https://www.rice-ins.com/Uploads//20/2020/4/22/8586140612605422131.png	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/20/2020/4/22/8586140612605422131.png	(from https://www.rice-ins.com/)
20:14:53	26116/26116	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:50%20GMT	https://www.rice-ins.com/chuong-trinh-trai-nghiem-iot/post/14261/cuoc-thi-y-tuong-phat-minh-va-sang-che-nhat-ban-jdie.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/chuong-trinh-trai-nghiem-iot/post/14261/cuoc-thi-y-tuong-phat-minh-va-sang-che-nhat-ban-jdie.html	(from https://www.rice-ins.com/)
20:14:58	82282/82282	---M--	200	added ('OK')	image/jpeg	etag:%224f1089f6513d71:0%22	https://www.rice-ins.com/Uploads//20/2020/3/19/8586170054863889310.jpg	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/20/2020/3/19/8586170054863889310.jpg	(from https://www.rice-ins.com/)
20:14:58	29907/29907	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:57%20GMT	https://www.rice-ins.com/chuong-trinh-trai-nghiem-iot/post/14240/invention-geneva-noi-hoi-tu-einstein-tren-toan-the-gioi.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/chuong-trinh-trai-nghiem-iot/post/14240/invention-geneva-noi-hoi-tu-einstein-tren-toan-the-gioi.html	(from https://www.rice-ins.com/)
20:14:58	4320/4320	---M--	200	added ('OK')	image/gif	etag:%22a7cba1e6513d71:0%22	https://www.rice-ins.com/Uploads//20/2020/2/8/8586204719305532737.gif	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/20/2020/2/8/8586204719305532737.gif	(from https://www.rice-ins.com/)
20:14:59	27655/27655	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:57%20GMT	https://www.rice-ins.com/chuong-trinh-trai-nghiem-iot/post/13237/cuoc-thi-quoc-te-ve-phat-minh-va-sang-che-geneva.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/chuong-trinh-trai-nghiem-iot/post/13237/cuoc-thi-quoc-te-ve-phat-minh-va-sang-che-geneva.html	(from https://www.rice-ins.com/)
20:15:00	148729/148729	---M--	200	added ('OK')	image/jpeg	etag:%22e3256bc86413d71:0%22	https://www.rice-ins.com/Uploads//20/2019/12/12/8586254891470066472.jpg	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/20/2019/12/12/8586254891470066472.jpg	(from https://www.rice-ins.com/)
20:15:00	27849/27849	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Aug%202021%2013:14:58%20GMT	https://www.rice-ins.com/chuong-trinh-trai-nghiem-iot/post/13230/cuoc-thi-quoc-te-ve-so-huu-tri-tue-sang-che-doi-moi-va-cong-nghe-tai-bangkok-ipitex-2020.html	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/chuong-trinh-trai-nghiem-iot/post/13230/cuoc-thi-quoc-te-ve-so-huu-tri-tue-sang-che-doi-moi-va-cong-nghe-tai-bangkok-ipitex-2020.html	(from https://www.rice-ins.com/)
20:15:01	9591/9591	---M--	200	added ('OK')	image/png	etag:%22b82021e46413d71:0%22	https://www.rice-ins.com/Uploads//20/2019/4/10/8586466982985417867.png	D:/My%20Web%20Sites%20Bkstar/bkstrar/www.rice-ins.com/Uploads/20/2019/4/10/8586466982985417867.png	(from https://www.rice-ins.com/)
